Nome da empresa,Motivos
Hasar Brasil,"Assédio moral, acumulo de função, horas extras não remuneradas, falsas promessas de aumento de salario, cultura workaholik exigida por gestores,  piadas de conotação sexual o tempo inteiro, machismo e racismo no ambiente de trabalho."
Hasbro,"Alguns gerentes não possuem uma cultura de feedback, sendo antiprofissionais na maneira como lidam com seus subordinados, sendo rudes e desrespeitosos, além de não olharem nos olhos e ainda agirem como se fossem muito amigáveis, o que é irônico. O pior é que eles chegam ao ponto de mentir sobre seus subordinados para outros colaboradores. No entanto, a empresa é, em sua maioria, excelente; há apenas algumas pessoas que prejudicam a cultura de um ambiente leve e descontraído (nem todos são assim)."
Havan,Forçar colaboradores a seguirem um posicionamento político
Havan,Ruim
Havan,Exploração sem fim
Havan,"Sem perspectiva de crescimento, empresa da mais valor ao marketing do que ao resto dos setores, rh pensa que é dono da empresa, extremamente burocrática"
Havan,"Perseguição política pura. Toda a gerência e direção possuem perseguição política com os colaboradores. Forçaram a galera em 2018 a fazer o vídeo pra apoio do Bozo, quando em 2022 o Lula ganhou, começaram com Layoff (sem sentido algum), iniciando justamente por quem era eleitor do PT ou filiado. A melhor parte, foi que no dia seguinte do segundo turno de 2022, teria uma festa de hallowen e o Luciano cancelou a festa depois da vitória do Lula, por não ter clima, a melhor parte, alguns funcionários alugaram trajes, porque ia ter concurso VALENDO DINHEIRO e os caras tiveram de pagar o traje sem nem usar. Políticagem pura!!!"
Havan LABS,"Então, primeiramente MENTEM para o desenvolvedor.  Não importa a sua formação e tecnologia para a qual você foi contratado. VOCÊ VAI TER QUE ENGOLIR GENEXUS(uma tecnologia MORTA dos anos 90). Fora que, não é somente um quebra galho, você é de fato cobrado para mexer nessa ferramenta HORRÍVEL. Tentam lhe passar uma ideia na qual a empresa é aberta à inovação, mas na prática, qualquer sugestão de melhoria NUNCA SERÁ NEM CONSIDERADA."
Havan Labs,"Esqueça sua família. Se você entrou, eles querem que você seja 24/7. Criam 500 grupos de WhatsApp, cobram publicamente você nesses grupos em qualquer horário. Tá de férias? Tá de folga? Tá no hospital? Vai ter alguém te cobrando nos grupos e mandando mensagem para você ter de responder. Burnout come solto. Síndrome do pânico também."
HavanLab,"A empresa diz que é feito de pessoas, o problema é que é feito de pessoas tóxicas, não tem um que preste, um querendo puxar o tapete do outro, nenhum time, repito NENHUM TIME, ajuda o outro, agem como se cada time fosse uma empresa aparte, um bando de hipócritas"
HavanLabs,"Lideranças mais perdidas que cebola em salada de fruta. Quanto mais você se destaca, mais se ferra com demandas malucas. Se tiver o Alex como seu gestor então... esquece."
Hawk segurança.,"Descaso total com os funcionários, atraso de pagamento, não conta sábado como dia útil, exigências absurdas para trabalhar e entre outras mil coisas que não vão caber aqui. O posto que ela conseguiu no estaleiro Brasfels em Angra - RJ, é péssimo. O cliente monta em cima dos vigilantes e a empresa omissa não levanta um dedo pra defender o funcionário, só massacra ele junto ao cliente."
HBA Automotive,"parece presidio, lideres e gestores mal preparados, a empresa não tem meritocracia. Ambiente pesado"
HCL,"Uma das pessoas da equipe é um corno insuportavel que ninguém aguenta, inventa problema onde não tem, fica mamando chefe 24/7 deve estar com maxilar doendo de tanto mamar. Lugar sem perspectiva de crescimento, só mamando e sendo chato mesmo"
HCL Tech,projeto não t dá plano de carreira. voce fica estacionado. gestao so tira b.o do colo e passa pra outro e fica nesse loop infinito. RH pessimo tem que conferir linha por linha do holerite todo mes para ver se te pagaram corretamente. Com muito custo vc é reconhecido e sobe de cargo. Mas so na teoria. Pega os b.o do cargo novo mas não muda na carteira nem o salário.
hcor,"ambiente abusivo, chefes te tratam literalmente como um ROBÔ, 'colegas' de trabalho que tentam te sabotar, e "
Hdjedh,Jejeje
HEATING COOLING RJ,"Gestor Coordenador criou e promove uma cultura e ambiente de trabalho com total assédio moral psicológico, profissional e emocional. Cultura repleta de parentes, puxassaquismo, fofoca, difamação, assédio moral, desvalorização. Empresa só tem fama por causa dos quarterizados. Já responde processos e vão surgir mais."
Hedge Investments,"ambiente tóxico, empresa obrigou funcionários a trabalhar no presencial na pandemia, um sócio pegou covid e passou pra geral na empresa, diretora dizia fingia simpatia com uma funcionária e pelas costas chamava de gorda; prometem um bônus agressivo e na prática é bem longe disso"
Hedge Investments,"Desrespeito aos direitos trabalhistas, muita HE sem remuneração. Vivem trazendo gente de bancos grandes como Itaú só pra pegar o know-how e depois forçam demissão antes da pessoa receber o bônus. Todo final de ano rola demissão, quem não está na panelinha, roda. A diretora é falsa."
Heineken,"Gestão horrível, não te apoia e não te reconhece em momento nenhum, exceto quando você chupa bolas o suficiente, aí você pode fer certeza que é projeto garantido"
Heineken,"D&T: Time todo terceirizado e cargas horárias de trabalho absurdas. Todos os times extremamente sobrecarregados, exercendo função de várias pessoas ao mesmo tempo. Dificuldade de comunicação e suporte de times parceiros. Por ser tudo terceirizado, as perspectivas de crescimento e cuidado são nulas. Muita cobrança e pouco resultado colaborativo. Ambiente que prejudica a saúde mental dos funcionários"
Heineken,"Baixo salário, longa jornada"
Heineken,"Araraquara - Contratam estagiárias para cumprirem cotas. Muitas panelinhas e puxassam de saco, se você não lambe a bola do diretor ou do Rh você não vai pra frente. Estagiários estão trabalhando como operadores "
Heineken,"Departamento de D&T é muito confuso e despreparado, com gerências amadoras e ausentes, buscam resultados mas não colaboram e não participam de nada, na primeira oportunidade te deixam na mão, diversas crises de ansiedade e pressão extrema, te contratam com um cargo e te colocam em outro sem relação, se você não puxar saco, você não sobe de cargo, e se irritar quem puxa saco, capaz de você ser demobilizado"
Heineken,"Estão a todo vapor com a pauta de minorias, se não for preto, mulher ou LGBTQIA+ fica estagnado na função ou mora debaixo da ponte com sua família, pesquisa de clima, diretoria da felicidade é uma piada de mau gosto ! RH Joga mulheres conta homens, gestão quando quer coloca um funcionário com grade inferior para pular 2 cargos e assumir Coordenação !!!"
Helper,"Mentiram na vaga e mandaram embora depois de 1 semana, alegando falta de resultado."
Helsten,"Desorganização, memtiras e memtirosos prevalecem"
Hemocentro são Lucas,Acedio aos funcionários
Henkel,"Pior empresa que trabalhei na vida: desorganizada em todos os processos, RH é tudo menos humano, gestores assediam de todas as formas possíveis e fazem suas equipes trabalharem à exaustão em busca de metas irreais, lideranças mudam o tempo todo e há uma politicagem para tudo na empresa, uma verdadeira Great Place to RunAway"
Henkel,"Uma empresa extremamente desorganizada, em que as pessoas parecem estabelecer uma faixa de Gaza entre departamentos, desrespeito entre os colaboradores e também entre trabalhadores "
Henkel,"Gestão cria e permite um ambiente tóxico onde é cobra comendo cobra, todo o mundo tentando foder o outro, vocé só sobe de cargo se lamber o gestor. E um alô especial pra Letícia, uma babaca filha da put que precisa ter o saco lambido diariamente ou pira. "
Henkel do Brasil,"Gestão tóxica, assédio moral pela alta gestão, Alta gestão fraca e arrogante. "
Henrique Contabilidade & Trouxisse,Henrique trouxa
Herdei,"A Herdei é uma empresa feita de playboys com passado duvidoso, tem esses dois caras: Daniel e Gustavo, que são bem peculiares. Especialmente o Daniel... é o CEO mais problemático e tóxico que ja vi, sempre com autoestima baixa e querendo se impor o tempo todo. Ele não entende muito do mercado, gestão de equipe ou tecnologia. Vive estabelecendo prazos da cabeça dele, o time não trabalha em paz. Sem contar que não respeita o horário e fica mandando mensagem e ligando fora do expediente. O clima lá é meio tenso, todo mundo obrigado a usar o logo da empresa ao fundo nas reuniões online, e parece que não tem espaço pra vida pessoal de ninguém, pois o Daniel é completamente invasivo. O ponto de alerta principal que me fez sair (além do passado dos sócios) é a origem duvidosa do dinheiro da empresa. Fujam do papinho deles!"
Herewith,Mandou todo o time de tecnologia embora sem pagar o ultimo mês trabalhado
Hermit Crab,"RH desumano, falsas promessas e falta de competência da gerencia"
Hero,"A empresa seria perfeita se não tivesse o caio, péssimo lider"
Hero 99,"Trabalhei um ano e 4 meses na empresa, e nunca recebi um salario em dia. Por vezes recebi o salario com 30 dias de atraso. Agora que fui demitido, disseram que a empresa está mal financeiramente e já se passaram 20 dias, e nada do acerto cair. Devs que ficaram na empresa relatam atrasos de salario muito maior que o meu."
Hero99,"Meses de salários atrasados, nenhuma informação dos líderes sobre o que está acontecendo, muita gente saindo, vários projetos acabando ou trocando de pessoal por mais baratos "
Hero99,"Prazos inviáveis, todo mês tem que ligar para o CEO implorando pelo salário que atrasa sempre, pedem para trabalhar no final de semana e depois do horário sempre. 8 em cada 9 projetos não vingam "
Hersil,"Avaliação com base em 2018. Gestores sem tato com as pessoas, ambiente hostil e de muita fofoca. Se voce nao era puxa saco, sua vida se tornava um inferno. Nao dava pra confiar em ninguém. Eu e outras pessoas antes de mim saímos de la com diagnóstico de ansiedade e outros."
Hertz Farmacêutica,"Demandas realizadas na correria, ocasionando queda na qualidade dos medicamentos produzidos e colaboradores em burnout. Gestão (especialmente Gerência de P&D) cheia de favoritismos e puxa-saquismos, e os bons gestores são demitidos por ameaçarem a permanência dos dinossauros. Todos os analistas de P&D e GQ e Validação querem sair da empresa e fazem isso. quando encontram um lugar melhor pra trabalhar"
Hertz Farmacêutica,"Um excelente gerente de Qualidade, realmente interessado na saúde mental dos funcionários, foi demitido porque ameaçou o poder da gerente técnica dinossaura. Enquanto isso, a gerente de P&D suga a alma dos seus funcionários com projetos impossíveis de serem executados, seja tecnicamente ou no prazo estabelecido"
Hertz farmacêutica,"Empresa prega valores como ""pessoas são centro de tudo"" quando na verdade não se importam como colaborador. Gerência extremamente tóxica e  hierárquica. ontratam analistas e pessoas extremamente competentes,mas decisões são feitas top to down e nao dão abertura para porpostas diferentes . Contratam ""gestores"" só pelo curriculo em grandes empresas, na verdade são pessoas tóxicas que não sabem gerir pessoas e manter pessoas no time. No linkedin pregam diversidade e inovação, na pratica, buscam  por colaboradores que saibam aceitar ordens sem questionar "
Hertz Farmaêutica,"Mesmo havendo permissao do RH e com placas indicando que é possível comer nas salas, gestora cria as proprias regras , obrigando as pessoas a comer em pé na sala pq ela não ""gosta de ver pessoas comendo na mesa""."
Hexis Científica LTDA,"Gestão horrível, diretoria que não sabe o que o funcionário faz dentro da empresa, após a mudança de liderança ficou ainda pior e delegando tarefas que não são das obrigações do cargo."
Hh,Ggg
HIAE - Hospital Albert Einstein,Pessoal da ti parece estar na 5• série. Só os amiguinhos do chefe sendo promovidos sem nenhum mérito
HIAE - Hospital Israelita Albert Einstein,"Liderança tóxica, trabalho além da jornada,sem pagamento de horas extras, zero reconhecimento, sobrecarregam os funcionários e não contratam. Só sobe de cargo quem puxa saco. Ambiente preconceituoso e hierárquico "
Hilab,"gestão toxica, sem perspectiva de crescimento, abuso psicologico, assedio moral, incentivo a competitividade, falas capacitistas e todo o abuso por tras de uma start up cool "
Hinova,"Chefe fingia de bonzinho, mas era machista e desorganizado. Já obrigou gente a perder prova por uma feature que ele depois adiou o lançamento. Todo o time reclamou dele apresentando argumentos para a direção da empresa que não fez nada, só o manteve por anos. Empresa que mantém e passa pano pros amigos, mesmo os mais incompetentes."
Hinova - Belo Horizonte,"Gostaria de agradecer profundamente o RH da Hinova, me ligaram dizendo que fui aprovado na seleção e que a proxima etapa seria uma conversa com a psicologa, aguardo a 3 anos essa conversa e nunca tive mais retorno nenhum. Obrigado, Hinova por me descartarem como um lixo, sem dar satisfação. Se não fosse por vocês eu não estaria aqui fazendo centenas de milhares de reais todo o ano, bebendo cerveja no meu quarto. Estaria aí trabalhando em uma empresa merda e recebendo um salário merda."
Hion,"Demitido após período de experiência como se fosse dentro da experiência e pq consideraram ofensivo algo que disse, tentando ajudar a saúde do ex-colega, também salário baixo"
Holmes Technology (do grupo RedSpark),"C-Level não possui noção de estratégia, o produto é falho, coloca imensa pressão nos time de forma pública (leia-se humilhação e assédio moral)"
Homa hotel rede H hotéis Brasília,"Fui pressionada pelo proprietário do hotel, Henrique, e pela gerente a realizar horas extras após um turno de 12 horas, devido à falta de funcionários para cobrir minha posição. Como resultado, acabei trabalhando por mais de 28 horas sem pausa, apenas para que, no dia seguinte, outra pessoa chegasse atrasada. Além disso, a gerência constantemente me ameaçava com demissão, dizendo que eu não estava alcançando o suficiente e criticando a qualidade do meu trabalho. A falta de pessoal torna o trabalho extremamente exaustivo."
Homa hotel rede H hotel,O dono fica falando que vai o tempo todo demitir você. Você é obrigado a fazer horas extras pq não tem equipe suficiente para dar conta de todo serviço!
Homer Parcerias,"Mentiras, Carga excessiva de trabalho, Papo de piramideiro, Maracutaias"
Homer Parcerias,"Olhem o Glassdoor: Homer(Brazil) Essa empresa é uma piada. Pejotização escancarada, sem benefícios. Usam estratégia de Marketing Multinível para as pessoas acreditarem na ""visão"" deles e que ficaram ricas. A liderança é arcaica, acredita que produtividade é estar PRESENCIALMENTE no escritório, por LONGAS horas. Vida social? Esquece. Não remuneram horas extras, na verdade é esperado que não tenha hora nem dia para parar de trabalhar. Se você tira férias é JULGADO. O pior: sem estratégia, só ideias malucas da liderança, desperdício de tempo e dinheiro. "
Honda,"Liderança toxica, ambiente competitivo, sempre que acontece um problema procura os cupados ao invés de focar na solução, e trata os colaboradora como um robo."
Honda,"Liderança tóxica que apoia o exibicionismo de capacidades (e a supervidora tóxica foi promovida). Uniforme padrão que mira em médico mas fica parecendo açougueiro. Não respeitam os horários de trabalho e te ligam no número pessoal até mesmo sábado ou domingo a noite pra te cobrar. Tem de ficar ligado com ""colega"" de trabalho trairinha querendo te puxar o tapete sabendo que não será punido. Se não tiver sobrenome japonês fica quase impossível ser promovido."
Honda Serviços Financeiros,"Os colaboradores Cleber e Daniela são pessimas pessoas, utilizavam o cargo para humilhar e constrangir pessoas que estavam abaixo na hierarquia."
Honda Serviços Financeiros HSF,Um lixo de empresa que só vê os colaboradores terceirizados do call center como números
Hopi Hari,Liderança péssima/ Gestão totalmente despreparada..
Horizonte Contabilidade Joinville,"Empresa machista, para crescer precisa chupar os ovos certos e bajular infinitamente."
Horizonte Minerals,"Cultura de trabalho negativa; falta de comunicação transparente; liderança autoritária; falta de apoio aos funcionários; falta de oportunidades de crescimento pessoal e profissional; falta de transparência nas decisões e processos da empresa; favoritismo na promoção de colaboradores; ambiente de trabalho estressante e sobrecarregado; falta de organização e planejamento no qual resultou na demissão de mais de 80 pessoas, a grande maioria haviam deixado seus empregos anteriores para fazer parte do quadro da empresa."
Horizontes Arquitetura e Urbanismo,Salários são uma piada. Fecham projetos milionários mas pagam R$350 para os estagiários de arquitetura trabalharem +6 horas por dia em projetos complexos (hospitais etc)... Praticamente escravidão
Hospital Albert Ainstein,"Gestão péssima, assédio e falta de respeito "
Hospital albert Einstein,Coordenadores pessimos sem preparo nenhum. Sem gestão de pessoas. Se nao é funcionário puxa saco nao cresce na empresa. Medicos insuportáveis que se acham DEUSES é pior lugar que ja trabalhei.
Hospital Albert Einstein,"Liderança tóxica, trabalho além da jornada contratada, zero reconhecimento e você é descartado sem feedback e desenvolvimento prévio. As pessoas não são transparentes e todas as relações são na base da falsidade para manter uma boa aparência."
Hospital Albert Einstein,"Liderança tpoxica, assédio moral, burnout, chefia acoberta muita coisa errada de quem é amiguinho, desligamento sem esclarecimento da real razão. "
Hospital Albert Einstein ( Vila Santa Catarina),"Acúmulo de função nas farmácias. E pressão psicológica, se não tiver rendimento o hospital manda embora. E quando se fala a verdade sobre a liderança é mandado embora q foi o meu caso."
Hospital Albert Einstein Vila Santa Catarina,"Diretora da unidade é extremamente incompetente, além de ter caso com gerente que todos fingem que não sabem. insatisfação com a liderança, salário muito baixo comparado com outras unidades. Ambiente tóxico, mentalidade trabalhem enquanto os outros dormem."
Hospital Casa Evangélico,"Não paga h extra, não deposita FGTS, excesso de pacientes com pouco quantitativo de funcionários...."
Hospital geral Prontonil,Não paga os funcionários
Hospital geral Prontonil,Não paga funcionários
Hospital geral Prontonil,Não paga os funcionários
Hospital geral Prontonil,Não pagou os enfermeiros até hoje
Hospital geral prontonil,Não pagam funcionários. enfermeiros n receberam pagamento de fevereiro
Hospital Israelita Albert Einstein,"Gestão incompetente e engessada, salário acima da média, porém te sobrecarregam e não contratam e quando contratam não é o suficiente, só não tem burnout quem tá na gerências, contratar pra que se eu posso te dar Gympass e fazer dinâmica de descompressão ao invés pagar melhor e diminuir a carga"
Hospital Israelita Albert Einstein,"Gestão fraca; Nível dos profissionais de tecnologia ditos sênior ou especialista, em sua maioria, é patético, mas obviamente são os mais bem vistos e que têm os melhores salários; Falta de reconhecimento, plano de carreira é uma mentira, só cresce quem puxa saco das lideranças ou faz panelinha na avaliação de desempenho; Toda proatividade será punida com mais trabalho, e o seu salário continuará igual, portanto pense bem se vale a pena se esforçar para sustentar a mamata de outrem."
Hospital Israelita Albert Einstein,"Arrogância, prepotência e falta de caráter dos gestores. TI rodeada de gente incompetente "
Hospital Israelita Albert Einstein,"Gerente de Ti quando não promove por amizade, promove por medo, pega maioria das meninas da área, come e depois fica de rabo preso "
Hospital Israelita Albert Einstein,"Ambiente abusivo, extremamente hierárquico. É um lugar de status, apenas. N"
Hospital Israelita Albert Einstein,"Fui demitida por questionar minha chefe sobre pagamentos e contratações estranhas, fui tratada como lixo e ela promovida a diretora "
Hospital Marieta Konder Bornhausen - Itajaí,"Gerenciado por freiras, que são terriveis! Gritam com funcionários, assédio moral ali é bobagem. Sobrecarga de trabalha por falta de funcionário prinipalmente da enfermagem. Exploram e exigem demais dos funcionários."
Hospital maternidade terezinha de jesus,Não paga o piso salarial dos técnicos de enfermagem e ainda tiraram os benefícios que tinhamos antes
Hospital Maternidade Therezinha de Jesus.,Exoneração de colaboradores e não pagam o direitos do CLT.
Hospital Moinhos de Vento,"Assédio moral diário, cobranças excessivas, acúmulo de função, cobrança e obrigatoriedade por horas extras."
Hospital Moinhos de Vento,"Se quiser almoçar, tem que trabalhar a mais pra compensar o almoço; fazer hora extra mesmo sendo estagiário; não tem direito a participar das atividades apenas por ser estagiário; assédio moral; precisa ser puxa saco do gestor pra conseguir alguma coisa."
Hospital Nossa Senhora das Graças,"Baixo salário, alta taxa de rotatividade, não pagam FGTS em dia."
Hospital Regina,"Deus no céu e médicos na terra. Tudo podem, inclusive gestores/direção tem medo de confrontá-los."
Hospital Ruth Cardoso em Balneário Camboriú,"Escala de trabalha horrível, 6x12. Ja passou da hora de adotar escala 12x36 total. O diretor de Enfermagem, é um arrogante babaca, ta no cargo só por política. As Cordenadoras de Pediatria e da UTI Neonatal são duas incompetentes, só sabem explorar e tratar mal os funcionários, além de serem duas fofoqueiras. Nao tem perfil e nem competência profissional para estarem no cargo. Funcionários do RH, tem um que acha q tem o Rei na barriga."
Hospital Santa Clara Uberlãndia,"Rotina de trabalho muito alem do que esta em lei, com carga horária escravista, pagamento e valorização de salarios horriveis."
Hospital Santa Isabel,"Uma bagunça completa, contatam jovens aprendizes e não dão o suporte suficiente, muitos funcionários folgados repassando trabalho que era direito a eles e não resolvendo, salários baixíssimos e sempre aumentando a carga de trabalho."
Hospital Santa Joana,Coordenador Tóxico e que assedia moralmente as pessoas.
Hospital São Camilo,"Notebooks mais velhos que meu avô, convênio de merda que dão para os funcionários (inclusive não aceita no próprio hospital), alimentação horrível, forçam o presencial sem necessidade. Empresa sem processo e gestão "
Hospital São Francisco providência de Deus,Funcionários antigos toxicos
Hospital São José do Avaí,"Gestão porca que só visa lucros. Profissionais adoecidos e com sobrecarga de trabalho. Banco de horas de farsa para fazer o profissional trabalhar mais e não folga quando quer. Acúmulo de função dos funcionários. Supervisores escolhidos por interesse da família de irmãos que é dona, supervisores tóxicos, arrogantes, sem qualificação e sem profissionalismo. A ouvidoria xisnova para os chefes e só funciona de fachada. Salários altos só para os médicos. Faz profissionais assinarem termos para não ter reajuste de salário. Vários processos por assédio moral. Profissionais não tem sala de descanso adequada, e nem trabalha em ambiente adequado. Pacientes que são atendidos pelo SUS e funcionários que atendem SUS se fodem no calor, falta de recurso básico e sobrecarga de escala e por número de pacientes atendidos."
Hospital São Mateus,"Não deposita FGTS ; Pagamento de férias em atraso ( a pessoa recebe quando volta do período de gozo ) ; Ambiente de trabalho insalubre ; Estrutura onde os pacientes ficam internados , é ruim (camas quebradas , sem grades para acomodar pacientes acamados, com alto risco de queda; Pagamento em atraso; Quantidade absurda de pacientes para um profissional apenas ; Em caso de demissão , o funcionário não recebe a rescisão… Entre muitas outras coisas."
Hospital Sao Vicente de Paula - Jundiaí- SP,"Gestora totalmente parcial, anti profissional que demite sem motivos plausiveis. Empresa presa a politica (prefeitura) que manda e desmanda na empresa. Nao se tem direito a folga pq o dia todo inclusive nos fds a gestora manda msg para a liderança e você tem que responder. Nao ha respeito pelos funcionários, se vc é amigo de políticos vc nao e mandado embora. Empresa pessima! RH não sabe nada, totalmente perdido."
Hospital SBC Vila Leopoldina,"Tem plano de saúde, mas não liberam as guias para o funcionário utilizar "
Hospital Semiu,Não paga os direitos dos funcionários
Hospital Sírio Libanês,Empresa com escala de 6x1 que tira as vida dos funcionários com salário baixo
Hospital Veterinário Foccus,"A proprietária do lugar humilha os funcionários de todas as formas possíveis, xinga quem trabalha lá com palavras de baixo calão, daí pra pior. É um assédio moral gigantesco pra quem trabalha lá. Um verdadeiro terror psicológico. "
HostGator,Amigos pessoais dos gestores são sempre favorecidos em promoções. Pregam home office mas não sabem lidar com as diferentes culturas. Péssima gestão de conflitos. Zero política de inclusão para neurodiveegentes.
HostGator,"favoritismo ao promover funcionários. burnout reina nas aguas do jacaré. nunca vão reconhecer os seus feitos e sempre vão promover os estrelinhas baba ovo de chefão. alta gestão extremamente incompetente, apesar da liderança direta ser exemplar muitas vezes. demite sem o menor sentido e o microgerenciamento é exorbitante (não bateu meta? PIP e olho da rua). salario baixo e carga horária alta."
Hostweb DataCenter / SecrelNet,"Empresa lixo, sem plano de carreira e lideranças tóxicas, gerente não sabe nada de gestão, funcionários leva e traz famosos ""baboes"", não existe crescimento profissional."
Hotéis Dall'Onder,"Ambiente Tóxico, dono arrogante, trata funcionário como lixo, falas racistas como ""negro com coração de branco"", a amante manda e desmanda ali dentro, pior experiência profissional da minha vida"
Hotel Bertolucci Gramado,"Os donos são extremamente racistas e xenofóbicos, cultivam uma cultura toxica organizacional ds fofocas, intrigas e preconceito. "
Hotel Tryp Nações Unidas,"Tem um evento de suruba todo ano, confiscam nossos celulares e revistam nossas bolsas e fazem a gnt fazer varias funções nesse dia, como subir nos aptos pra entregar coisas, e sim, vemos de perto o surubão"
Hotmart,"Não todas, mas tem uma BU específica que tem lideranças bem tóxicas. Todo mundo sabe mas a alta liderança finge que não vê."
Hotmart,"Liderança desumana, cultura tóxica e lavagem cerebral absurda. Além de obviamente salários EXTREMAMENTE abaixo do mercado."
Hotmart,"CEO maluco que acha que sabe tudo, só tem top-down, lideranças perdidas. Panelinha come solto, a empresa é moedora de profissionais de RH e produto. Está cada dia mais perdendo mercado porque não sabem criar produto rápido. "
Hotmart,Demissões sem sentido - ou melhor - gerente e diretoria demitindo pra contratar gente que conhece e fazer panelinha.
Hotmart,"Inicialmente, havia uma cultura que inspirava orgulho, porém, à medida que a empresa cresceu, muitas coisas mudaram. A gestão despreparada gerou descontentamento entre os colaboradores, resultando em demissões em massa baseadas em critérios injustos. Pessoas altamente qualificadas e comprometidas, conhecidas como os primeiros troopers, foram dispensadas, apesar de sua excelente performance e dedicação aos valores da empresa. Houve disparidades salariais gritantes, onde mulheres com o mesmo cargo, tempo de serviço e desempenho superior aos homens, recebiam menos. Além disso, os salários nas áreas de operação estavam abaixo da média de mercado. O microgerenciamento chegava ao extremo de controlar até mesmo os horários de ida ao banheiro. Apesar de se falar muito sobre feedback, muitas vezes, quando os colaboradores expressavam suas opiniões aos líderes, isso resultava em demissão. Mudanças significativas eram implementadas sem aviso prévio, como no caso da alteração na data de pagamento, causando sérios impactos financeiros nos colaboradores devido à dedução do IRRF. Demissões ocorriam após afastamentos por questões de saúde mental. Além disso, o favoritismo era evidente em muitas situações."
Hotmart,"Liderança tóxica. Só tem promoção para quem é amigo dos gerentes (panela total). Demissões sem sentido. A pesquisa de clima interna, é divulgada como anônima mas não é "
Hotmart,"a valorização dos funcionários estava condicionada a serem ""dedo-duro"" ou ""puxa-saco"" da gestão, ou terem sido indicados por eles. Apesar do discurso de excelente saúde financeira, a realidade era de cortes e reduções de benefícios e pessoal. O RH não mediava conflitos, apenas silenciava o ""chão de fábrica"". A mudança no C-level apenas aumentou a distância entre a cultura pregada e a real, assim como entre estratégia e execução. A empresa deixou de operar como um organismo coeso para atender aos objetivos individuais de alguns ""influencers""."
Hotmart,"Falsa cultura do Love, colaboradores são coagidos na hora de preencher GPTW e qualquer outra pesquisa, cheio de pessoas tóxicas e abusivas que são premiadas enqt tratam os colaboradores como lixo. A empresa cresceu em cima de uma farsa. "
Hotmart,"A atmosfera na empresa é envenenada por uma falsa narrativa de Love e cuidado, que na realidade encobre práticas prejudiciais e um ambiente de trabalho hostil. Os líderes, ao invés de promoverem um ambiente colaborativo e motivador, perpetuam um ciclo de intimidação e desvalorização, tornando impossível o florescimento de qualquer um que não se submeta à sua tirania."
Hotmart,"Assédio moral de líderes e tudo com aval do board e CEO. Cultura workaholic e mais parece uma seita, onde se você tem um bournout e informa aos líderes a sua única opção é Pegar férias e ser demitido no primeiro dia da volta. "
Hotmart,"Você precisa estar a disposição das ideias de um CEO egocêntrico que muda de ideia todo o tempo. Por isso tudo muda o tempo o todo (e ao de uma forma legal). Projetos são desandados, melhorias são adiadas e tudo porque ele quer. Tenho dó do time de produtos. "
Hotmart,Jotinha (CEO) quer brincar de Steve Jobs. O mercado de produtos amadureceu muito desde a fundação da empresa e eles ainda tentam fazer as coisas do mesmo jeito. E estão levando muita porrada da concorrência. O produto é muito ruim para o mercado internacional e no lugar de contratar uma equipe internacional eles abriram escritório em Amsterdã e contrataram todos os mineiros amigos que moravam na Europa. Love = culto.
Hotmart,"Layoff, pós layoff demitindo pessoas do nada, sem real necessidade. Falta de capacitação para profissionais. Falta de oportunidades para mulheres serem promovidas, sempre precisando de um degrau a mais para isso, sendo impossível se tornar destaque na sua área de atuação. Liderança tendenciosa e ineficiente."
Hotmart,LOVE DE CU É ROLA.
Hotmart,Panelinhas no grupo de design. Fofoca dentro da empresa que estimula a falta de cooperação. Falta de organização entre os times. Lideres de BUs mal qualificados e sem experiência.
Hotmart,"Faz funcionários trabalharem de graça no Fire. Vc pode aceitar ou não, mas não tem nada de especial em trabalhar nesse evento que só evidencia os ""creators"" de merda que a empresa tem."
Hotmart,Chefe tóxica que chegou na alta liderança fazendo os funcionários irem chorar no banheiro.
Hotmart,"Vendem uma cultura que não existe. Falam de Love, Love é a puta que pariu! O CEO, o tal JP é um lunatico que acha que sabe muita coisa mas anda num salto tão alto que nenhuma mulher conseguiria usar. As gerências são fracas, a tal da Andrezzao é a panelereira master, se quer crescer ela tem que gostar de você. Os layoffs eu nem comento pois um dia após o layoff onde mais de 200 funcionários foram mandados embora, inclusive, funcionários recém promovidos, eles vieram falar de “demissão humanizada” ah pá porra né. Hotmart foi a pior merda que aconteceu!"
Hotmart,"Chefe abusiva, passiva agressiva, micro gerenciamento "
Hotmart,"Gestão desqualificada, diretores com ciencia e não fazem nada a respeito, gestores desqualificados já causaram: casos de anciedade, depressão, pedido de desligamento, pedido de mudança de squad e a diretoria não faz nada a respeito além de manter a mesma gestão na empresa"
Hotmart,Ruim demais ficar ajudando os coaches ficarem ricos e ganhar menos que a média. A Hotmart só tem bons funcionários por ter um bom marketing.
HOUSEASY,"Falta de gestão, a gestora xinga funcionários durante reuniões, atrasam os salários, home office? Uma semana por mês pq o VT não cai no dia certo, assim como o vR, e o salário.  Ambiente de trabalho ruim tiram o funcionário do horário do almoço para resolver problemas que poderiam esperar, buscam o funcionário no banheiro para levar bronca... Mentem para investidores e clientes "
Houseasy,"Empresa MENTIROSA, mentem para funcionários, investidores e fornecedores. Só cresce quem puxa o saco de 'você sabe quem'"
